"","SQH","SXRQ"
"823","CN201220199809.8","20160622"
"824","CN201420345368.7","20160921"
"825","CN201220425297.2","20161019"
"826","CN201220424864.2","20161019"
"827","CN201120217650.3","20150812"
"828","CN201220201177.4","20160622"
"829","CN201220199809.8","20160622"
"830","CN201420345368.7","20160921"
"831","CN201220425297.2","20161019"
"832","CN201220424864.2","20161019"
"833","CN201420197796.X","20160511"
"834","CN201420046138.0","20160406"
"835","CN201420104277.4","20160406"
"836","CN201220080402.3","20130320"
"837","CN201320661294.3","20160106"
"838","CN201420607276.1","20160210"
"839","CN201320298026.X","20150211"
"840","CN201420071379.0","20160106"
"841","CN201320351803.2","20150715"
"842","CN201320574689.X","20151021"
"843","CN201230375804.1","20160928"
"844","CN201230376374.5","20160928"
"845","CN201230197088.2","20151007"
"846","CN201130390821.8","20141217"
"847","CN201130390823.7","20131218"
"848","CN201130390827.5","20131218"
"849","CN201130082503.5","20140611"
"850","CN201130082504.X","20140611"
"851","CN201130133719.X","20150708"
"852","CN201130108380.8","20140625"
"853","CN201130108382.7","20140625"
"854","CN201130108383.1","20130626"
"855","CN201130167133.5","20140730"
"856","CN201130176020.1","20140806"
"857","CN201130048989.0","20140507"
"858","CN201130082507.3","20140611"
"859","CN201130082508.8","20140611"
"860","CN201130082509.2","20130612"
"861","CN201130082510.5","20130612"
"862","CN201130082505.4","20140611"
"863","CN201130082506.9","20140611"
"864","CN201130082512.4","20140611"
"865","CN201130332724.3","20151104"
"866","CN201130332740.2","20141105"
"867","CN201130345871.4","20131204"
"868","CN201130345872.9","20131204"
"869","CN201130345873.3","20131204"
"870","CN201130345877.1","20131204"
"871","CN201130345879.0","20131204"
"872","CN201130361964.6","20141210"
"873","CN201130345870.X","20131204"
"874","CN201130345875.2","20131204"
"875","CN201130345876.7","20131204"
"876","CN201130376272.9","20141210"
"877","CN201230425254.X","20141029"
"878","CN201230471515.1","20151118"
"879","CN201230473060.7","20151118"
"880","CN201230483223.X","20141203"
"881","CN201230483240.3","20141203"
"882","CN201230483021.5","20141203"
"883","CN201230483673.9","20141203"
"884","CN201230483317.7","20141203"
"885","CN201230468732.5","20141119"
"886","CN201230468801.2","20141119"
"887","CN201230474814.0","20141203"
"888","CN201230469231.9","20151118"
"889","CN201230467843.4","20151118"
"890","CN201230440350.1","20151104"
"891","CN201330153609.9","20150624"
"892","CN201330153672.2","20150624"
"893","CN201330234138.4","20150722"
"894","CN201330191465.6","20150708"
"895","CN201330192739.3","20150708"
"896","CN201330156579.7","20150624"
"897","CN201330101975.X","20150527"
"898","CN201330190521.4","20150708"
"899","CN201330093600.3","20150520"
"900","CN201330025277.6","20160323"
"901","CN201330025226.3","20160323"
"902","CN201330432856.2","20151028"
"903","CN201330443726.9","20151104"
"904","CN201330443923.0","20151104"
"905","CN201330371834.X","20150916"
"906","CN201230187476.2","20150708"
"907","CN201230039639.2","20150415"
"908","CN201230044348.2","20140416"
"909","CN201230044355.2","20150422"
"910","CN201230048096.0","20140423"
"911","CN201230048100.3","20140423"
"912","CN201230132689.5","20140618"
"913","CN201230106400.2","20140604"
"914","CN201230106408.9","20140604"
"915","CN201230106415.9","20140604"
"916","CN201230064303.1","20150506"
"917","CN201230073286.8","20140514"
"918","CN201230073298.0","20140514"
"919","CN201230073326.9","20150513"
"920","CN201230073364.4","20150513"
"921","CN201230073283.4","20150513"
"922","CN201230073316.5","20150513"
"923","CN201230065274.0","20140507"
"924","CN201030193899.6","20140730"
"925","CN201030175517.7","20150701"
"926","CN201030175521.3","20150701"
"927","CN201030226142.2","20140820"
"928","CN201030687057.6","20130213"
"929","CN201030275417.1","20131016"
"930","CN201030275459.5","20141008"
"931","CN201030528091.9","20131113"
"932","CN201030528125.4","20141105"
"933","CN201030528200.7","20151104"
"934","CN201030528214.9","20131113"
"935","CN201030528224.2","20141105"
"936","CN201030528228.0","20141105"
"937","CN201030528252.4","20141105"
"938","CN201030528100.4","20131113"
"939","CN201030555730.0","20131204"
"940","CN201030555741.9","20131204"
"941","CN201030555747.6","20131204"
"942","CN201030650229.2","20140129"
"943","CN201030650227.3","20150114"
"944","CN201030703825.2","20150225"
"945","CN201030605860.0","20131225"
"946","CN201030598812.3","20131218"
"947","CN201030528135.8","20151104"
"948","CN201030528176.7","20141105"
"949","CN201130271925.7","20151007"
"950","CN201130289810.0","20141022"
"951","CN201130284048.7","20141022"
"952","CN201130284053.8","20151021"
"953","CN201130284056.1","20141022"
"954","CN201130046605.1","20140507"
"955","CN201130046611.7","20140507"
"956","CN201130058868.4","20140521"
"957","CN201130058869.9","20140521"
"958","CN201130058870.1","20140521"
"959","CN201130058873.5","20140521"
"960","CN201130058874.X","20140521"
"961","CN201130065941.0","20140604"
"962","CN201130065940.6","20140604"
"963","CN201130011792.X","20140312"
"964","CN201130011793.4","20140312"
"965","CN201130011794.9","20140312"
"966","CN201130011795.3","20150318"
"967","CN201130011796.8","20150318"
"968","CN201130011797.2","20150318"
"969","CN201130012319.3","20150325"
"970","CN201130012320.6","20140319"
"971","CN201130024664.9","20150408"
"972","CN201130189558.6","20140813"
"973","CN201130035100.5","20150422"
"974","CN201130311112.6","20151028"
"975","CN201130311116.4","20151028"
"976","CN201330070160.X","20160511"
"977","CN201330093681.7","20160518"
"978","CN201330153421.4","20160622"
"979","CN201130082511.X","20160615"
"980","CN201430129918.7","20160629"
"981","CN201430130187.8","20160629"
"982","CN201130133717.0","20160720"
"983","CN201430209156.1","20160817"
"984","CN201130218388.X","20160824"
"985","CN201230313901.8","20160907"
"986","CN201130284052.3","20161012"
"987","CN201130332737.0","20161109"
"988","CN201130332742.1","20161109"
"989","CN201030528190.7","20161109"
"990","CN201030528076.4","20161109"
"991","CN201330451100.2","20161109"
"992","CN201230471448.3","20161116"
"993","CN201230471286.3","20161116"
"994","CN201130284052.3","20161012"
"995","CN201130332737.0","20161109"
"996","CN201130332742.1","20161109"
"997","CN201030528190.7","20161109"
"998","CN201030528076.4","20161109"
"999","CN201330451100.2","20161109"
"1000","CN201230471448.3","20161116"
"1001","CN201230471286.3","20161116"
"1002","CN201220027554.7","20130731"
"1003","CN201220091934.7","20140402"
"1004","CN201220688668.6","20141112"
"1005","CN201220688191.1","20141112"
"1006","CN201320411245.4","20150401"
"1007","CN201320261314.8","20141112"
"1008","CN201320378884.5","20141210"
"1009","CN201120181015.4","20130227"
"1010","CN201120181024.3","20130227"
"1011","CN201120181459.8","20130227"
"1012","CN201120180657.2","20130227"
"1013","CN201320145667.1","20151230"
"1014","CN201220686174.4","20160224"
"1015","CN201420313124.0","20160817"
"1016","CN201420547021.0","20160914"
"1017","CN201120180657.2","20130227"
"1018","CN201320145667.1","20151230"
"1019","CN201220686174.4","20160224"
"1020","CN201420313124.0","20160817"
"1021","CN201420547021.0","20160914"
"1022","CN201220714898.5","20141210"
"1023","CN201220415797.8","20150617"
"1024","CN201220325014.7","20141022"
"1025","CN201220417300.6","20140806"
"1026","CN201220324923.9","20140730"
"1027","CN201320421249.0","20150812"
"1028","CN201120565563.7","20131106"
"1029","CN201220494585.3","20151223"
"1030","CN201220415797.8","20150617"
"1031","CN201220325014.7","20141022"
"1032","CN201220417300.6","20140806"
"1033","CN201220324923.9","20140730"
"1034","CN201320421249.0","20150812"
"1035","CN201120565563.7","20131106"
"1036","CN201220494585.3","20151223"
"1037","CN201220402255.7","20141015"
"1038","CN201220446062.1","20140903"
"1039","CN201220444159.9","20141029"
"1040","CN201220404782.1","20140917"
"1041","CN201220405846.X","20140917"
"1042","CN201220440465.5","20150311"
"1043","CN201120415029.8","20130703"
"1044","CN201220402255.7","20141015"
"1045","CN201220446062.1","20140903"
"1046","CN201220444159.9","20141029"
"1047","CN201220404782.1","20140917"
"1048","CN201220405846.X","20140917"
"1049","CN201220440465.5","20150311"
"1050","CN201120415029.8","20130703"
"1051","CN201220017222.0","20130731"
"1052","CN201220017200.4","20131023"
"1053","CN201220017225.4","20130612"
"1054","CN201220017216.5","20130612"
"1055","CN201020195443.8","20111005"
"1056","CN201020195472.4","20120502"
"1057","CN201220541158.6","20150520"
"1058","CN201020647866.9","20120328"
"1059","CN201120418264.0","20130612"
"1060","CN201020130850.0","20120606"
"1061","CN201010275030.5","20141029"
"1062","CN201110022666.3","20140312"
"1063","CN201130030141.5","20140416"
"1064","CN201020272435.9","20140910"
"1065","CN200920271948.5","20140212"
"1066","CN201020657043.4","20140212"
"1067","CN201020657205.4","20140212"
"1068","CN201020657226.6","20140212"
"1069","CN201020667879.2","20140219"
"1070","CN201020656997.3","20140212"
"1071","CN201020656770.9","20140212"
"1072","CN201020656855.7","20140212"
"1073","CN201020573816.0","20131211"
"1074","CN201020573820.7","20131211"
"1075","CN201020565287.X","20121219"
"1076","CN201020565288.4","20121219"
"1077","CN201020565286.5","20121219"
"1078","CN201020554776.5","20131120"
"1079","CN201020554880.4","20131120"
"1080","CN201020554887.6","20131120"
"1081","CN201120147974.4","20140702"
"1082","CN201020554763.8","20161116"
"1083","CN201020554848.6","20161116"
"1084","CN201020554868.3","20161116"
"1085","CN201220224291.9","20141203"
"1086","CN201220229607.3","20140723"
"1087","CN201120539377.6","20140129"
"1088","CN201120539935.9","20131016"
"1089","CN201320603574.9","20160420"
