交易日期_TrdDt,昨收盘.元.点._PrevClPr,开盘价.元.点._OpPr,最高价.元.点._HiPr,最低价.元.点._LoPr,收盘价.元.点._ClPr,成交量_TrdVol,成交金额.元._TrdSum,流通市值_TMV,return,pr,ppr,fr,dir
2008-11-21,1932.43,1872.27,1968.89,1835.09,1920.73,8304932900,66124274844,2.55E+12,-0.0118,0.1584,0.0085,-0.0473,-2
2008-11-28,1870.47,1851.1,1866.26,1815.45,1829.92,5159066000,40648514423,2.43E+12,-0.0473,-0.0118,0.1584,0.1001,2
2008-12-5,1982.93,1969.74,2014.2,1965.09,2013.17,7436632600,59950691704,2.68E+12,0.1001,-0.0473,-0.0118,-0.0262,-2
2008-12-12,2046.34,2027.07,2038.18,1936.28,1960.38,6738726600,54866552688,2.61E+12,-0.0262,0.1001,-0.0473,0.0468,2
2008-12-19,2045.1,2037.37,2075.38,2033.11,2052.11,6331122700,53410396118,2.74E+12,0.0468,-0.0262,0.1001,-0.0926,-2
2008-12-26,1870.77,1868.34,1881.08,1850.5,1862.1,3456088800,28536313731,2.49E+12,-0.0926,0.0468,-0.0262,-0.0238,-2
2008-12-31,1833.43,1835.11,1844.42,1813.73,1817.72,3563135500,27291914244,2.43E+12,-0.0238,-0.0926,0.0468,0.0554,2
2009-1-9,1887.99,1886.49,1923.42,1886.49,1918.37,4740721600,41511211439,2.82E+12,0.0554,-0.0238,-0.0926,0.0375,2
2009-1-16,1954.87,1965.44,2026.65,1965.44,1990.21,9653863300,84717648664,2.93E+12,0.0375,0.0554,-0.0238,0.0213,2
2009-1-23,2044.55,2039.52,2054.33,2025.19,2032.68,5750410900,49887828217,2.99E+12,0.0213,0.0375,0.0554,0.1007,2
2009-2-6,2150.97,2158.08,2240.02,2158.08,2237.28,10666490400,95640063068,3.29E+12,0.1007,0.0213,0.0375,0.0723,2
2009-2-13,2318.34,2321.56,2402.44,2307.09,2399.07,14040991000,1.34E+11,3.53E+12,0.0723,0.1007,0.0213,-0.0228,-2
2009-2-20,2298.41,2300.81,2344.77,2276.3,2344.32,8663206900,85247213566,3.45E+12,-0.0228,0.0723,0.1007,-0.0869,-2
2009-2-27,2190.18,2164.54,2186.82,2117.06,2140.49,8707641500,80337456328,3.15E+12,-0.0869,-0.0228,0.0723,0.0682,2
2009-3-6,2304.92,2260.76,2313.2,2255.82,2286.58,8596545000,85495320495,3.36E+12,0.0682,-0.0869,-0.0228,-0.0355,-2
2009-3-13,2215.7,2229.25,2250.24,2200.97,2205.42,5408309400,54636247867,3.24E+12,-0.0355,0.0682,-0.0869,0.0791,2
2009-3-20,2382.56,2389.89,2397.21,2343.27,2379.84,10939673800,1.15E+11,3.50E+12,0.0791,-0.0355,0.0682,0.05,2
2009-3-27,2479.79,2501,2516.38,2481.69,2498.93,13536854600,1.34E+11,3.68E+12,0.05,0.0791,-0.0355,0.0286,2
2009-4-3,2576.4,2597.92,2612.37,2555.61,2570.5,12365521600,1.31E+11,3.78E+12,0.0286,0.05,0.0791,0.0097,1
2009-4-10,2517.67,2540.11,2595.6,2530.62,2595.53,10414440800,1.22E+11,3.82E+12,0.0097,0.0286,0.05,0.0213,2
2009-4-17,2687.11,2675.67,2693.29,2628.63,2650.69,10152880800,1.16E+11,3.90E+12,0.0213,0.0097,0.0286,-0.0294,-2
2009-4-24,2593.56,2605.7,2609.87,2570.38,2572.89,7336096900,81956596002,3.79E+12,-0.0294,0.0213,0.0097,0.0194,2
2009-4-30,2605.37,2616.49,2640.02,2604.45,2622.93,8580934800,96903683541,3.86E+12,0.0194,-0.0294,0.0213,0.0634,2
2009-5-8,2767.08,2751.5,2800.22,2733.33,2789.22,10672498800,1.21E+11,4.11E+12,0.0634,0.0194,-0.0294,0.0025,1
2009-5-15,2792.6,2800.57,2815.46,2773.32,2796.12,6493143100,74973035097,4.12E+12,0.0025,0.0634,0.0194,-0.0198,-2
2009-5-22,2750.01,2733.02,2762.74,2719.12,2740.68,6149901200,74407198653,4.04E+12,-0.0198,0.0025,0.0634,0.0069,1
2009-5-27,2719.76,2734.42,2768.57,2715.82,2759.71,6797664500,78602246106,4.07E+12,0.0069,-0.0198,0.0025,0.0651,2
2009-6-5,2953.75,2966.07,2975.18,2937.18,2939.31,10847632400,1.31E+11,4.33E+12,0.0651,0.0069,-0.0198,-0.0112,-2
2009-6-12,2961.63,2955.57,2976.86,2883.32,2906.29,8006706700,92135559576,4.28E+12,-0.0112,0.0651,0.0069,0.0598,2
2009-6-19,3057.43,3061.9,3086.72,3047.27,3080,10251806900,1.19E+11,4.54E+12,0.0598,-0.0112,0.0651,0.0157,2
2009-6-26,3117.92,3126.23,3137.08,3109.32,3128.42,7050090800,88663497082,4.61E+12,0.0157,0.0598,-0.0112,0.0635,2
2009-7-3,3282.36,3254.93,3327.67,3249.11,3327.14,10573259200,1.43E+11,5.16E+12,0.0635,0.0157,0.0598,0.0214,2
2009-7-10,3396.3,3398.91,3428.03,3375.97,3398.31,10617491200,1.41E+11,5.27E+12,0.0214,0.0635,0.0157,0.0358,2
2009-7-17,3501.24,3499.51,3527.47,3482.87,3519.81,10654970400,1.46E+11,5.46E+12,0.0358,0.0214,0.0635,0.042,2
2009-7-24,3651.97,3672.21,3687.49,3591.88,3667.56,12797935200,1.82E+11,5.69E+12,0.042,0.0358,0.0214,0.0183,2
2009-7-31,3634.82,3670.19,3735.8,3635.55,3734.62,13223983400,1.84E+11,5.80E+12,0.0183,0.042,0.0358,-0.0481,-2
2009-8-7,3663.12,3655.46,3686.54,3539.7,3555.09,10057575100,1.49E+11,5.52E+12,-0.0481,0.0183,0.042,-0.0592,-2
2009-8-14,3440.82,3437.95,3454.95,3334.73,3344.46,8824862700,1.27E+11,5.20E+12,-0.0592,-0.0481,0.0183,-0.0421,-2
2009-8-21,3144.39,3135.37,3221.17,3113.7,3203.62,8661680500,1.14E+11,4.98E+12,-0.0421,-0.0592,-0.0481,-0.049,-2
2009-8-28,3156.3,3152.04,3168.19,3030.73,3046.78,8401794600,1.09E+11,4.74E+12,-0.049,-0.0421,-0.0592,0.01,1
2009-9-4,3051.96,3055.35,3099.39,3038.99,3077.14,8698471500,1.16E+11,4.79E+12,0.01,-0.049,-0.0421,0.0523,2
2009-9-11,3162.91,3152.82,3253.45,3152.69,3238.13,8068966000,1.09E+11,5.04E+12,0.0523,0.01,-0.049,-0.0119,-2
2009-9-18,3320.1,3325.06,3330.43,3170.96,3199.69,10048840400,1.32E+11,4.98E+12,-0.0119,0.0523,0.01,-0.0441,-2
2009-9-25,3080.93,3057.11,3090.07,3028.41,3058.53,4582049200,60733021040,4.76E+12,-0.0441,-0.0119,0.0523,-0.0176,-2
2009-9-30,2972.29,2992.98,3033.74,2988.29,3004.8,4218452400,54803607410,4.68E+12,-0.0176,-0.0441,-0.0119,0.0529,2
2009-10-9,3004.8,3078.75,3164.03,3071.27,3163.71,5687104000,76061663011,4.92E+12,0.0529,-0.0176,-0.0441,0.0247,2
2009-10-16,3239.64,3250.1,3268.43,3188.43,3241.71,5563625500,78892050311,5.04E+12,0.0247,0.0529,-0.0176,0.0529,2
2009-10-23,3347.32,3354.98,3436.39,3354.98,3413.25,8672542900,1.21E+11,5.31E+12,0.0529,0.0247,0.0529,-0.0389,-2
2009-10-30,3247.05,3305.38,3329.54,3276.32,3280.37,6064706200,84226415461,5.10E+12,-0.0389,0.0529,0.0247,0.0618,2
2009-11-6,3464.32,3491.07,3506.03,3474.36,3483.02,9219031500,1.24E+11,5.42E+12,0.0618,-0.0389,0.0529,0.0103,2
2009-11-13,3499.99,3489.54,3518.89,3445.36,3518.72,9121017100,1.22E+11,5.49E+12,0.0103,0.0618,-0.0389,0.0319,2
2009-11-20,3642.44,3630.58,3658.21,3597.31,3631.01,9475075100,1.28E+11,5.68E+12,0.0319,0.0103,0.0618,-0.0684,-2
2009-11-27,3485.77,3440.34,3480.93,3367.29,3382.51,8929468800,1.26E+11,5.29E+12,-0.0684,0.0319,0.0103,0.0772,2
2009-12-4,3590.88,3581.63,3646.26,3530.06,3643.49,13413090100,1.89E+11,5.70E+12,0.0772,-0.0684,0.0319,-0.0188,-2
2009-12-11,3577.24,3589.41,3614.95,3568.51,3575.02,5455091200,74282930261,5.59E+12,-0.0188,0.0772,-0.0684,-0.0513,-2
2009-12-18,3480.15,3450.05,3453.35,3385.68,3391.74,6611101500,89137672408,5.31E+12,-0.0513,-0.0188,0.0772,0.0097,1
2009-12-25,3438.82,3434.33,3441.96,3410.67,3424.78,4691457600,68701833803,5.36E+12,0.0097,-0.0513,-0.0188,0.0441,2
2009-12-31,3558.86,3561.37,3579.52,3542.38,3575.68,6924189000,98004030329,5.59E+12,0.0441,0.0097,-0.0513,-0.0267,-2
2010-1-8,3471.46,3456.91,3482.08,3426.7,3480.13,6079025300,90190959969,5.56E+12,-0.0267,0.0441,0.0097,7.00E-04,1
2010-1-15,3469.05,3472.52,3500.07,3448.66,3482.74,7254310200,1.04E+11,5.57E+12,7.00E-04,-0.0267,0.0441,-0.0335,-2
2010-1-22,3408.57,3364.45,3390.8,3293.19,3366.2,8893340400,1.19E+11,5.38E+12,-0.0335,7.00E-04,-0.0267,-0.0481,-2
2010-1-29,3206.57,3190.32,3249.45,3176.92,3204.16,5026261300,68018118702,5.14E+12,-0.0481,-0.0335,7.00E-04,-0.0159,-2
2010-2-5,3218.8,3147.72,3177.42,3129.92,3153.09,5910584500,73693132366,5.06E+12,-0.0159,-0.0481,-0.0335,0.0311,2
2010-2-12,3220.4,3232.88,3253.2,3228.74,3251.28,3405823800,46703220577,5.22E+12,0.0311,-0.0159,-0.0481,0.0093,1
2010-2-26,3292.13,3286.09,3301.15,3273.69,3281.67,5210728800,70171666128,5.28E+12,0.0093,0.0311,-0.0159,-0.0067,-1
2010-3-5,3250.57,3253.16,3276.4,3239.68,3259.76,4562913800,59621178434,5.24E+12,-0.0067,0.0093,0.0311,-0.0082,-1
2010-3-12,3276.7,3277.31,3284.26,3232.12,3233.13,3995734400,52611210820,5.20E+12,-0.0082,-0.0067,0.0093,0.0188,2
2010-3-19,3267.55,3270.98,3296.41,3251.14,3293.87,4606218700,62114230718,5.31E+12,0.0188,-0.0082,-0.0067,-0.0057,-1
2010-3-26,3229.13,3226.8,3285.39,3220.59,3275,4744496500,61592843185,5.28E+12,-0.0057,0.0188,-0.0082,0.0404,2
2010-4-2,3391.93,3400.14,3412.2,3391.81,3407.35,6907345200,99040760060,5.49E+12,0.0404,-0.0057,0.0188,-0.0083,-1
2010-4-9,3346.74,3348.77,3379.4,3342.47,3379.17,5128056700,75590356319,5.45E+12,-0.0083,0.0404,-0.0057,-0.0068,-1
2010-4-16,3394.57,3388.29,3388.29,3348.78,3356.33,4714036800,67235596653,5.41E+12,-0.0068,-0.0083,0.0404,-0.0496,-2
2010-4-23,3201.54,3198.78,3224.74,3172.58,3190,6125267900,92115669956,5.15E+12,-0.0496,-0.0068,-0.0083,-0.0384,-2
2010-4-30,3060.06,3060.12,3068.13,3014.07,3067.36,5447788100,73190884013,4.95E+12,-0.0384,-0.0496,-0.0068,-0.0752,-2
2010-5-7,2896.86,2835.88,2892.53,2817.15,2836.79,6111939900,79147499714,4.57E+12,-0.0752,-0.0384,-0.0496,0.011,2
2010-5-14,2886.91,2865.58,2888.09,2849.24,2868.02,4249871900,55175291043,4.62E+12,0.011,-0.0752,-0.0384,-0.0346,-2
2010-5-21,2726.02,2656.42,2769.09,2647.6,2768.79,5447538300,63501808937,4.46E+12,-0.0346,0.011,-0.0752,0.0294,2
2010-5-28,2859.98,2885.86,2893.69,2835.07,2850.3,5153498900,64342505421,4.60E+12,0.0294,-0.0346,0.011,-0.0372,-2
2010-6-4,2736.08,2721.36,2748.48,2713.09,2744.39,3274629100,39858363381,4.44E+12,-0.0372,0.0294,-0.0346,0.0053,1
2010-6-11,2750.02,2766.2,2782.09,2755.95,2758.87,4055858500,48871478557,4.46E+12,0.0053,-0.0372,0.0294,-0.0227,-2
2010-6-18,2742.73,2739.03,2755.84,2686.61,2696.17,4180834400,50256350918,4.36E+12,-0.0227,0.0053,-0.0372,0.0149,2
2010-6-25,2757.5,2744.12,2759.45,2715.66,2736.29,3067178200,34649179151,4.43E+12,0.0149,-0.0227,0.0053,-0.0739,-2
2010-7-2,2526.07,2523.03,2542.12,2462.2,2534.11,4491410000,43367318435,4.22E+12,-0.0739,0.0149,-0.0227,0.0446,2
2010-7-9,2575.92,2578.55,2662.16,2557.26,2647.1,5849304500,61470066938,4.41E+12,0.0446,-0.0739,0.0149,-0.0117,-2
2010-7-16,2608.52,2597,2621.33,2573.79,2616.13,3506330200,35422326209,4.36E+12,-0.0117,0.0446,-0.0739,0.0676,2
2010-7-23,2781.29,2787.52,2806.98,2769.44,2793.08,6451856500,70423335023,4.65E+12,0.0676,-0.0117,0.0446,0.0271,2
2010-7-30,2877.98,2871.48,2876.14,2844.68,2868.85,6257559100,65224482367,4.80E+12,0.0271,0.0676,-0.0117,0.01,1
2010-8-6,2850.83,2848.16,2898.53,2821.03,2897.66,7491489500,82145150913,4.85E+12,0.01,0.0271,0.0676,-0.0145,-2
2010-8-13,2816.39,2818.41,2856.04,2799.22,2855.55,5850772100,62923747790,4.78E+12,-0.0145,0.01,0.0271,0.015,2
2010-8-20,2955.39,2943.33,2951.96,2892.64,2898.33,7166330600,82298173112,4.85E+12,0.015,-0.0145,0.01,-0.0137,-2
2010-8-27,2850.09,2847.45,2861.07,2833.42,2858.57,4078958200,46699343358,4.79E+12,-0.0137,0.015,-0.0145,0.0216,2
2010-9-3,2921.39,2926.94,2929.55,2891.88,2920.2,7264102700,87724829649,4.90E+12,0.0216,-0.0137,0.015,0.0042,1
2010-9-10,2926.46,2928,2940.79,2890.03,2932.55,6508670400,83743163807,4.92E+12,0.0042,0.0216,-0.0137,-0.0243,-2
2010-9-17,2857.79,2864.72,2877.08,2847.68,2861.37,5193886700,62466326737,4.79E+12,-0.0243,0.0042,0.0216,-0.0014,-1
2010-9-21,2849.83,2859.43,2869.38,2844.13,2857.48,3575188100,44742025248,4.79E+12,-0.0014,-0.0243,0.0042,0.0273,2
2010-9-30,2874.81,2859.06,2935.59,2857.42,2935.57,6300024700,80709727516,4.92E+12,0.0273,-0.0014,-0.0243,0.037,2
2010-10-8,2935.57,2965.65,3055.84,2963.24,3044.23,9999472000,1.35E+11,5.10E+12,0.037,0.0273,-0.0014,0.0931,2
2010-10-15,3224.14,3204.72,3327.68,3199.12,3327.68,19341414000,2.46E+11,5.59E+12,0.0931,0.037,0.0273,0.0153,2
2010-10-22,3374.68,3365.6,3408.49,3346.11,3378.66,11636185700,1.63E+11,5.68E+12,0.0153,0.0931,0.037,4.00E-04,1
2010-10-29,3397.69,3400.26,3404.6,3351.6,3379.98,10045897000,1.46E+11,5.68E+12,4.00E-04,0.0153,0.0931,0.0417,2
2010-11-5,3480.51,3538.99,3554.47,3498.28,3520.8,13768802700,1.97E+11,5.95E+12,0.0417,4.00E-04,0.0153,-0.065,-2
2010-11-12,3509.97,3484.61,3497.06,3284.35,3291.83,16073385000,2.24E+11,5.56E+12,-0.065,0.0417,4.00E-04,-0.0343,-2
2010-11-19,3147.96,3168.16,3178.85,3076.21,3178.85,8334765400,1.15E+11,5.37E+12,-0.0343,-0.065,0.0417,0.005,1
2010-11-26,3223.48,3214.13,3224.52,3170.36,3194.85,6446782400,96226367197,5.41E+12,0.005,-0.0343,-0.065,-0.0115,-2
2010-12-3,3155.06,3161.93,3171.38,3134.42,3158.16,5047535400,71387337327,5.34E+12,-0.0115,0.005,-0.0343,0.0012,1
2010-12-10,3123.37,3107.38,3172.16,3101.08,3161.98,5710810500,78069117443,5.35E+12,0.0012,-0.0115,0.005,0.0201,2
2010-12-17,3230.66,3229.3,3232.84,3212.58,3225.66,4491914700,65697259729,5.45E+12,0.0201,0.0012,-0.0115,-0.0194,-2
2010-12-24,3188.61,3170.64,3187.72,3139.45,3162.95,5513776700,72989136209,5.34E+12,-0.0194,0.0201,0.0012,-0.011,-2
2010-12-31,3064.1,3069.05,3129.45,3067.11,3128.26,6256607800,90545901164,5.30E+12,-0.011,-0.0194,0.0201,0.0123,2
2011-1-7,3159.64,3156.36,3209.9,3141.13,3166.62,8409323300,1.14E+11,5.60E+12,0.0123,-0.011,-0.0194,-0.0236,-2
2011-1-14,3141.28,3129.67,3129.67,3083.51,3091.86,5335143900,71012100141,5.47E+12,-0.0236,0.0123,-0.011,-0.0351,-2
2011-1-21,2944.71,2935.23,3030.26,2935.14,2983.46,7310296600,85157790710,5.28E+12,-0.0351,-0.0236,0.0123,0.0179,2
